0.1	0
0.101	0
0.102	0
0.103	0
0.104	0
0.105	0
0.106	0
0.107	0
0.108	0
0.109	0
0.11	0
0.111	0
0.112	0
0.113	0
0.114	0
0.115	0
0.116	0
0.117	0
0.118	0
0.119	0
0.12	0
0.121	0
0.122	0
0.123	0
0.124	0
0.125	0
0.126	0
0.127	0
0.128	0
0.129	0
0.13	0
0.131	0
0.132	0
0.133	0
0.134	0
0.135	0
0.136	0
0.137	0
0.138	0
0.139	0
0.14	0
0.141	0
0.142	0
0.143	0
0.144	0
0.145	0
0.146	0
0.147	0
0.148	0
0.149	0
0.15	0
0.151	0
0.152	0
0.153	0
0.154	0
0.155	0
0.156	0
0.157	0
0.158	0
0.159	0
0.16	0
0.161	0
0.162	0
0.163	0
0.164	0
0.165	0
0.166	0
0.167	0
0.168	0
0.169	0
0.17	0
0.171	0
0.172	0
0.173	0
0.174	0
0.175	0
0.176	0
0.177	0
0.178	0
0.179	0
0.18	0
0.181	0
0.182	0
0.183	0
0.184	0
0.185	0
0.186	0
0.187	0
0.188	0
0.189	0
0.19	0
0.191	0
0.192	0
0.193	0
0.194	0
0.195	0
0.196	0
0.197	0
0.198	0
0.199	0
0.2	0
0.201	0
0.202	0
0.203	0
0.204	0
0.205	0
0.206	0
0.207	0
0.208	0
0.209	0
0.21	0
0.211	0
0.212	0
0.213	0
0.214	0
0.215	0
0.216	0
0.217	0
0.218	0
0.219	0
0.22	0
0.221	0
0.222	0
0.223	0
0.224	0
0.225	0
0.226	0
0.227	0
0.228	0
0.229	0
0.23	0
0.231	0
0.232	0
0.233	0
0.234	0
0.235	0
0.236	0
0.237	0
0.238	0
0.239	0
0.24	0
0.241	0
0.242	0
0.243	0
0.244	0
0.245	0
0.246	0
0.247	0
0.248	0
0.249	0
0.25	0
0.251	0
0.252	0
0.253	0
0.254	0
0.255	0
0.256	0
0.257	0
0.258	0
0.259	0
0.26	0
0.261	0
0.262	0
0.263	0
0.264	0
0.265	0
0.266	0
0.267	0
0.268	0
0.269	0
0.27	0
0.271	0
0.272	0
0.273	0
0.274	0
0.275	0
0.276	0
0.277	0
0.278	0
0.279	0
0.28	0
0.281	0
0.282	0
0.283	0
0.284	0
0.285	0
0.286	0
0.287	0
0.288	0
0.289	0
0.29	0
0.291	0
0.292	0
0.293	0
0.294	0
0.295	0
0.296	0
0.297	0
0.298	0
0.299	0
0.3	2.15147e-48
0.301	1.25775e-08
0.302	1.0062e-07
0.303	3.39593e-07
0.304	8.04961e-07
0.305	1.57219e-06
0.306	2.71674e-06
0.307	4.31409e-06
0.308	6.43968e-06
0.309	9.169e-06
0.31	1.25775e-05
0.311	1.67407e-05
0.312	2.17339e-05
0.313	2.76328e-05
0.314	3.45127e-05
0.315	4.24491e-05
0.316	5.15175e-05
0.317	6.17933e-05
0.318	7.3352e-05
0.319	8.62691e-05
0.32	0.00010062
0.321	0.00011648
0.322	0.000133925
0.323	0.000153031
0.324	0.000173871
0.325	0.000196524
0.326	0.000221062
0.327	0.000247563
0.328	0.000276101
0.329	0.000306753
0.33	0.000339593
0.331	0.000374697
0.332	0.00041214
0.333	0.000451998
0.334	0.000494346
0.335	0.000539261
0.336	0.000586816
0.337	0.000637089
0.338	0.000690153
0.339	0.000746085
0.34	0.000804961
0.341	0.000866854
0.342	0.000931842
0.343	0.001
0.344	0.0010714
0.345	0.00114613
0.346	0.00122424
0.347	0.00130583
0.348	0.00139097
0.349	0.00147973
0.35	0.00157219
0.351	0.00166842
0.352	0.0017685
0.353	0.0018725
0.354	0.0019805
0.355	0.00209258
0.356	0.00220881
0.357	0.00232927
0.358	0.00245402
0.359	0.00258316
0.36	0.00271674
0.361	0.00285486
0.362	0.00299757
0.363	0.00314497
0.364	0.00329712
0.365	0.0034541
0.366	0.00361598
0.367	0.00378285
0.368	0.00395477
0.369	0.00413182
0.37	0.00431409
0.371	0.00450163
0.372	0.00469453
0.373	0.00489286
0.374	0.00509671
0.375	0.00530614
0.376	0.00552122
0.377	0.00574205
0.378	0.00596868
0.379	0.0062012
0.38	0.00643968
0.381	0.0066842
0.382	0.00693484
0.383	0.00719166
0.384	0.00745474
0.385	0.00772416
0.386	0.008
0.387	0.00828233
0.388	0.00857122
0.389	0.00886675
0.39	0.009169
0.391	0.00947805
0.392	0.00979396
0.393	0.0101168
0.394	0.0104467
0.395	0.0107836
0.396	0.0111278
0.397	0.0114792
0.398	0.0118379
0.399	0.0122039
0.4	0.0125775
0.401	0.0129586
0.402	0.0133474
0.403	0.0137438
0.404	0.014148
0.405	0.01456
0.406	0.01498
0.407	0.015408
0.408	0.015844
0.409	0.0162882
0.41	0.0167407
0.411	0.0172014
0.412	0.0176705
0.413	0.018148
0.414	0.0186341
0.415	0.0191288
0.416	0.0196322
0.417	0.0201443
0.418	0.0206652
0.419	0.0211951
0.42	0.0217339
0.421	0.0222818
0.422	0.0228388
0.423	0.0234051
0.424	0.0239806
0.425	0.0245654
0.426	0.0251597
0.427	0.0257636
0.428	0.0263769
0.429	0.027
0.43	0.0276328
0.431	0.0282754
0.432	0.0289279
0.433	0.0295903
0.434	0.0302628
0.435	0.0309454
0.436	0.0316382
0.437	0.0323412
0.438	0.0330546
0.439	0.0337784
0.44	0.0345127
0.441	0.0352575
0.442	0.036013
0.443	0.0367792
0.444	0.0375562
0.445	0.0383441
0.446	0.0391429
0.447	0.0399527
0.448	0.0407737
0.449	0.0416058
0.45	0.0424491
0.451	0.0433037
0.452	0.0441698
0.453	0.0450473
0.454	0.0459364
0.455	0.0468371
0.456	0.0477495
0.457	0.0486736
0.458	0.0496096
0.459	0.0505575
0.46	0.0515175
0.461	0.0524895
0.462	0.0534736
0.463	0.05447
0.464	0.0554787
0.465	0.0564997
0.466	0.0575332
0.467	0.0585793
0.468	0.0596379
0.469	0.0607092
0.47	0.0617933
0.471	0.0628902
0.472	0.064
0.473	0.0651228
0.474	0.0662586
0.475	0.0674076
0.476	0.0685698
0.477	0.0697452
0.478	0.070934
0.479	0.0721363
0.48	0.073352
0.481	0.0745814
0.482	0.0758244
0.483	0.0770811
0.484	0.0783516
0.485	0.0796361
0.486	0.0809345
0.487	0.0822469
0.488	0.0835734
0.489	0.0849141
0.49	0.0862691
0.491	0.0876385
0.492	0.0890222
0.493	0.0904204
0.494	0.0918332
0.495	0.0932607
0.496	0.0947028
0.497	0.0961597
0.498	0.0976316
0.499	0.0991183
0.5	0.10062
0.501	0.102137
0.502	0.103669
0.503	0.105216
0.504	0.106779
0.505	0.108357
0.506	0.10995
0.507	0.111559
0.508	0.113184
0.509	0.114824
0.51	0.11648
0.511	0.118152
0.512	0.11984
0.513	0.121544
0.514	0.123264
0.515	0.125
0.516	0.126752
0.517	0.128521
0.518	0.130306
0.519	0.132107
0.52	0.133925
0.521	0.13576
0.522	0.137611
0.523	0.139479
0.524	0.141364
0.525	0.143266
0.526	0.145184
0.527	0.14712
0.528	0.149073
0.529	0.151043
0.53	0.153031
0.531	0.155035
0.532	0.157057
0.533	0.159097
0.534	0.161154
0.535	0.163229
0.536	0.165322
0.537	0.167432
0.538	0.169561
0.539	0.171707
0.54	0.173871
0.541	0.176054
0.542	0.178255
0.543	0.180474
0.544	0.182711
0.545	0.184966
0.546	0.187241
0.547	0.189533
0.548	0.191845
0.549	0.194175
0.55	0.196524
0.551	0.198891
0.552	0.201278
0.553	0.203684
0.554	0.206108
0.555	0.208552
0.556	0.211016
0.557	0.213498
0.558	0.216
0.559	0.218521
0.56	0.221062
0.561	0.223623
0.562	0.226203
0.563	0.228803
0.564	0.231423
0.565	0.234063
0.566	0.236723
0.567	0.239402
0.568	0.242102
0.569	0.244823
0.57	0.247563
0.571	0.250324
0.572	0.253105
0.573	0.255907
0.574	0.25873
0.575	0.261573
0.576	0.264437
0.577	0.267322
0.578	0.270227
0.579	0.273154
0.58	0.276101
0.581	0.27907
0.582	0.28206
0.583	0.285072
0.584	0.288104
0.585	0.291158
0.586	0.294234
0.587	0.297331
0.588	0.30045
0.589	0.30359
0.59	0.306753
0.591	0.309937
0.592	0.313143
0.593	0.316372
0.594	0.319622
0.595	0.322895
0.596	0.326189
0.597	0.329506
0.598	0.332846
0.599	0.336208
0.6	0.339593
0.601	0.343
0.602	0.34643
0.603	0.349883
0.604	0.353358
0.605	0.356857
0.606	0.360379
0.607	0.363923
0.608	0.367491
0.609	0.371082
0.61	0.374697
0.611	0.378334
0.612	0.381996
0.613	0.38568
0.614	0.389389
0.615	0.393121
0.616	0.396877
0.617	0.400657
0.618	0.40446
0.619	0.408288
0.62	0.41214
0.621	0.416016
0.622	0.419916
0.623	0.42384
0.624	0.427789
0.625	0.431762
0.626	0.43576
0.627	0.439782
0.628	0.443829
0.629	0.447901
0.63	0.451998
0.631	0.456119
0.632	0.460266
0.633	0.464438
0.634	0.468634
0.635	0.472856
0.636	0.477103
0.637	0.481376
0.638	0.485674
0.639	0.489997
0.64	0.494346
0.641	0.498721
0.642	0.503122
0.643	0.507548
0.644	0.512
0.645	0.516478
0.646	0.520982
0.647	0.525513
0.648	0.530069
0.649	0.534652
0.65	0.539261
0.651	0.543896
0.652	0.548558
0.653	0.553247
0.654	0.557962
0.655	0.562704
0.656	0.567472
0.657	0.572268
0.658	0.57709
0.659	0.58194
0.66	0.586816
0.661	0.59172
0.662	0.596651
0.663	0.601609
0.664	0.606595
0.665	0.611608
0.666	0.616649
0.667	0.621717
0.668	0.626813
0.669	0.631937
0.67	0.637089
0.671	0.642268
0.672	0.647476
0.673	0.652711
0.674	0.657975
0.675	0.663267
0.676	0.668587
0.677	0.673936
0.678	0.679313
0.679	0.684719
0.68	0.690153
0.681	0.695616
0.682	0.701108
0.683	0.706628
0.684	0.712178
0.685	0.717756
0.686	0.723363
0.687	0.729
0.688	0.734666
0.689	0.740361
0.69	0.746085
0.691	0.751839
0.692	0.757622
0.693	0.763435
0.694	0.769278
0.695	0.77515
0.696	0.781052
0.697	0.786984
0.698	0.792946
0.699	0.798938
0.7	0.804961
0.701	0.811013
0.702	0.817095
0.703	0.823208
0.704	0.829352
0.705	0.835525
0.706	0.84173
0.707	0.847965
0.708	0.854231
0.709	0.860527
0.71	0.866854
0.711	0.873213
0.712	0.879602
0.713	0.886023
0.714	0.892474
0.715	0.898957
0.716	0.905471
0.717	0.912017
0.718	0.918594
0.719	0.925202
0.72	0.931842
0.721	0.938514
0.722	0.945218
0.723	0.951954
0.724	0.958721
0.725	0.96552
0.726	0.972352
0.727	0.979215
0.728	0.986111
0.729	0.993039
0.73	1
0.731	0.98893
0.732	0.977942
0.733	0.967036
0.734	0.956211
0.735	0.945467
0.736	0.934804
0.737	0.924221
0.738	0.913719
0.739	0.903296
0.74	0.892953
0.741	0.88269
0.742	0.872505
0.743	0.862399
0.744	0.852371
0.745	0.842421
0.746	0.832549
0.747	0.822755
0.748	0.813037
0.749	0.803396
0.75	0.793832
0.751	0.784344
0.752	0.774932
0.753	0.765596
0.754	0.756335
0.755	0.747149
0.756	0.738037
0.757	0.729
0.758	0.720037
0.759	0.711148
0.76	0.702332
0.761	0.693589
0.762	0.68492
0.763	0.676322
0.764	0.667797
0.765	0.659344
0.766	0.650963
0.767	0.642653
0.768	0.634414
0.769	0.626246
0.77	0.618148
0.771	0.61012
0.772	0.602162
0.773	0.594273
0.774	0.586454
0.775	0.578704
0.776	0.571022
0.777	0.563408
0.778	0.555863
0.779	0.548385
0.78	0.540974
0.781	0.533631
0.782	0.526354
0.783	0.519144
0.784	0.512
0.785	0.504922
0.786	0.497909
0.787	0.490962
0.788	0.484079
0.789	0.477261
0.79	0.470508
0.791	0.463818
0.792	0.457192
0.793	0.45063
0.794	0.44413
0.795	0.437694
0.796	0.43132
0.797	0.425008
0.798	0.418758
0.799	0.412569
0.8	0.406442
0.801	0.400376
0.802	0.39437
0.803	0.388425
0.804	0.38254
0.805	0.376715
0.806	0.370949
0.807	0.365242
0.808	0.359594
0.809	0.354005
0.81	0.348473
0.811	0.343
0.812	0.337584
0.813	0.332226
0.814	0.326925
0.815	0.32168
0.816	0.316492
0.817	0.311359
0.818	0.306283
0.819	0.301262
0.82	0.296296
0.821	0.291385
0.822	0.286529
0.823	0.281727
0.824	0.276979
0.825	0.272284
0.826	0.267643
0.827	0.263055
0.828	0.25852
0.829	0.254037
0.83	0.249606
0.831	0.245227
0.832	0.2409
0.833	0.236624
0.834	0.232398
0.835	0.228224
0.836	0.224099
0.837	0.220025
0.838	0.216
0.839	0.212025
0.84	0.208098
0.841	0.204221
0.842	0.200392
0.843	0.196611
0.844	0.192878
0.845	0.189192
0.846	0.185554
0.847	0.181963
0.848	0.178418
0.849	0.17492
0.85	0.171468
0.851	0.168061
0.852	0.1647
0.853	0.161384
0.854	0.158113
0.855	0.154886
0.856	0.151704
0.857	0.148565
0.858	0.14547
0.859	0.142418
0.86	0.13941
0.861	0.136444
0.862	0.13352
0.863	0.130638
0.864	0.127798
0.865	0.125
0.866	0.122243
0.867	0.119526
0.868	0.11685
0.869	0.114215
0.87	0.111619
0.871	0.109063
0.872	0.106546
0.873	0.104069
0.874	0.10163
0.875	0.099229
0.876	0.0968665
0.877	0.0945418
0.878	0.0922546
0.879	0.0900046
0.88	0.0877915
0.881	0.0856149
0.882	0.0834747
0.883	0.0813704
0.884	0.0793017
0.885	0.0772685
0.886	0.0752702
0.887	0.0733068
0.888	0.0713777
0.889	0.0694829
0.89	0.0676218
0.891	0.0657943
0.892	0.064
0.893	0.0622386
0.894	0.0605099
0.895	0.0588134
0.896	0.057149
0.897	0.0555163
0.898	0.053915
0.899	0.0523447
0.9	0.0508053
0.901	0.0492963
0.902	0.0478175
0.903	0.0463686
0.904	0.0449492
0.905	0.0435592
0.906	0.042198
0.907	0.0408656
0.908	0.0395614
0.909	0.0382854
0.91	0.037037
0.911	0.0358161
0.912	0.0346224
0.913	0.0334554
0.914	0.032315
0.915	0.0312008
0.916	0.0301125
0.917	0.0290498
0.918	0.0280124
0.919	0.027
0.92	0.0260123
0.921	0.025049
0.922	0.0241097
0.923	0.0231943
0.924	0.0223023
0.925	0.0214335
0.926	0.0205875
0.927	0.0197641
0.928	0.018963
0.929	0.0181838
0.93	0.0174262
0.931	0.01669
0.932	0.0159748
0.933	0.0152803
0.934	0.0146063
0.935	0.0139524
0.936	0.0133183
0.937	0.0127037
0.938	0.0121083
0.939	0.0115318
0.94	0.0109739
0.941	0.0104343
0.942	0.00991272
0.943	0.00940878
0.944	0.00892222
0.945	0.00845273
0.946	0.008
0.947	0.00756374
0.948	0.00714363
0.949	0.00673937
0.95	0.00635066
0.951	0.00597719
0.952	0.00561866
0.953	0.00527475
0.954	0.00494518
0.955	0.00462963
0.956	0.0043278
0.957	0.00403937
0.958	0.00376406
0.959	0.00350155
0.96	0.00325154
0.961	0.00301372
0.962	0.00278779
0.963	0.00257344
0.964	0.00237037
0.965	0.00217828
0.966	0.00199685
0.967	0.00182579
0.968	0.00166479
0.969	0.00151354
